GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHHA,RES_TRSTA,BLCK_GRPA,TRACTA,CDA,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,ANPSADPI,E1A001,E1A002,E1A003,E1A004,E1A005,E1A006,E1A007,E1A008,E1A009,E1A010
"G130089002255","1990",,,,,,"5","0225",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",464,151,0,12,0,0,0,0,0,0
"G130089002256","1990",,,,,,"6","0225",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 6",360,23,0,27,0,0,0,0,0,0
"G130089002257","1990",,,,,,"7","0225",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 7",738,0,9,0,0,0,0,0,0,0
"G130089002261","1990",,,,,,"1","0226",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",808,82,0,0,0,0,0,0,0,0
"G130089002262","1990",,,,,,"2","0226",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",984,9,0,9,0,0,0,0,0,0
"G130089002263","1990",,,,,,"3","0226",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",1937,100,19,17,0,33,0,0,0,0
"G130089002264","1990",,,,,,"4","0226",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",295,50,0,0,0,0,0,0,0,0
"G130089002265","1990",,,,,,"5","0226",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",261,26,0,0,0,0,0,0,0,0
"G130089002271","1990",,,,,,"1","0227",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",318,255,0,0,0,10,0,0,0,0
"G130089002272","1990",,,,,,"2","0227",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",133,1050,0,5,0,0,0,0,0,5
"G130089002273","1990",,,,,,"3","0227",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",59,1214,0,0,0,0,0,0,0,0
"G130089002274","1990",,,,,,"4","0227",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",32,290,0,8,0,0,0,0,0,12
"G130089002275","1990",,,,,,"5","0227",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",320,1099,0,0,0,0,0,0,0,0
"G130089002281","1990",,,,,,"1","0228",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",307,0,0,0,0,8,0,0,0,7
"G130089002282","1990",,,,,,"2","0228",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",542,32,0,14,0,6,0,0,0,0
"G130089002283","1990",,,,,,"3","0228",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",486,1143,0,7,0,10,0,0,0,0
"G130089002284","1990",,,,,,"4","0228",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",587,64,0,26,0,31,0,0,0,7
"G130089002291","1990",,,,,,"1","0229",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",7,0,0,6,0,0,0,0,0,0
"G130089002292","1990",,,,,,"2","0229",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",295,42,0,29,0,0,0,0,0,0
"G130089002293","1990",,,,,,"3","0229",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",631,271,0,11,0,9,0,0,0,0
"G130089002294","1990",,,,,,"4","0229",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",412,374,0,0,0,2,0,0,0,7
"G130089002295","1990",,,,,,"5","0229",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",193,666,0,0,0,0,0,0,0,0
"G130089002296","1990",,,,,,"6","0229",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 6",61,1057,0,0,0,0,0,0,0,0
"G130089002301","1990",,,,,,"1","0230",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",504,19,0,8,0,12,0,0,0,0
"G130089002302","1990",,,,,,"2","0230",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",1211,160,8,8,0,6,0,0,0,8
"G13008900231011","1990",,,,,,"1","023101",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",245,1058,0,0,0,8,0,0,0,0
"G13008900231012","1990",,,,,,"2","023101",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",73,693,0,0,0,0,0,0,0,0
"G13008900231013","1990",,,,,,"3","023101",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",61,369,0,0,0,0,0,0,0,0
"G13008900231014","1990",,,,,,"4","023101",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",33,540,0,0,0,0,0,0,0,0
"G13008900231015","1990",,,,,,"5","023101",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",294,2015,0,47,0,11,0,0,0,0
"G13008900231021","1990",,,,,,"1","023102",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",822,523,0,0,0,0,0,0,0,0
"G13008900231022","1990",,,,,,"2","023102",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",570,1035,9,20,0,0,44,0,0,0
"G13008900231023","1990",,,,,,"3","023102",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",244,23,0,0,0,0,0,0,0,0
"G13008900231031","1990",,,,,,"1","023103",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",321,1554,0,9,0,23,9,0,0,0
"G13008900231032","1990",,,,,,"2","023103",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",169,1217,0,34,0,0,0,0,0,0
"G13008900231033","1990",,,,,,"3","023103",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",861,1759,29,11,0,0,0,0,0,0
"G13008900231034","1990",,,,,,"4","023103",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",1110,919,0,95,8,21,0,0,0,82
"G13008900231035","1990",,,,,,"5","023103",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",421,1108,0,47,0,0,0,0,0,71
"G13008900231051","1990",,,,,,"1","023105",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",709,171,0,40,0,18,0,0,0,0
"G13008900231052","1990",,,,,,"2","023105",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",0,0,0,0,0,0,0,0,0,0
"G13008900231053","1990",,,,,,"3","023105",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",285,1194,16,10,0,0,0,0,0,18
"G13008900231054","1990",,,,,,"4","023105",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",804,2085,5,57,12,14,3,0,0,18
"G13008900231055","1990",,,,,,"5","023105",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",846,395,0,99,0,9,23,0,0,0
"G13008900231061","1990",,,,,,"1","023106",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",110,507,0,0,0,0,0,0,0,0
"G13008900231062","1990",,,,,,"2","023106",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",485,416,0,36,0,0,0,0,0,0
"G13008900231063","1990",,,,,,"3","023106",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",411,1555,11,50,0,0,0,0,0,46
"G13008900231064","1990",,,,,,"4","023106",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",152,81,0,0,0,0,0,0,0,0
"G13008900231065","1990",,,,,,"5","023106",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",233,170,7,0,0,52,8,0,0,0
"G13008900231066","1990",,,,,,"6","023106",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 6",340,1450,0,43,0,0,7,0,0,44
"G13008900232031","1990",,,,,,"1","023203",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",28,0,0,0,0,0,0,0,0,0
"G13008900232032","1990",,,,,,"2","023203",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",287,1295,0,0,0,0,0,0,0,11
"G13008900232033","1990",,,,,,"3","023203",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",361,571,0,0,0,0,7,0,0,0
"G13008900232034","1990",,,,,,"4","023203",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",133,1261,8,52,0,0,0,0,0,0
"G13008900232035","1990",,,,,,"5","023203",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",55,1232,0,0,0,0,0,0,0,0
"G13008900232036","1990",,,,,,"6","023203",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 6",0,0,0,0,0,0,0,0,0,0
"G13008900232042","1990",,,,,,"2","023204",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",3178,931,16,15,0,7,0,0,46,9
"G13008900232043","1990",,,,,,"3","023204",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",1341,397,0,198,0,43,0,0,0,0
"G13008900232051","1990",,,,,,"1","023205",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",2190,1259,11,167,0,102,0,0,0,31
"G13008900232054","1990",,,,,,"4","023205",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",1413,1040,0,83,0,22,10,0,0,11
"G13008900232055","1990",,,,,,"5","023205",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",3113,1670,32,211,20,47,6,0,0,0
"G13008900232062","1990",,,,,,"2","023206",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",1611,907,7,274,72,35,0,0,0,0
"G13008900232063","1990",,,,,,"3","023206",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",636,529,0,81,0,0,0,0,0,0
"G13008900232064","1990",,,,,,"4","023206",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",1516,1041,9,78,0,29,7,0,0,18
"G13008900232071","1990",,,,,,"1","023207",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",3203,4261,7,249,6,117,0,0,0,42
"G13008900232075","1990",,,,,,"5","023207",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",1369,2248,24,146,0,0,12,0,0,42
"G13008900233021","1990",,,,,,"1","023302",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",264,0,0,5,0,0,0,0,0,0
"G13008900233022","1990",,,,,,"2","023302",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",129,0,0,0,0,0,0,0,0,0
"G13008900233023","1990",,,,,,"3","023302",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",592,0,0,13,0,60,0,0,0,0
"G13008900233024","1990",,,,,,"4","023302",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",1793,748,0,88,6,25,0,0,4,13
"G13008900233031","1990",,,,,,"1","023303",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",287,170,0,0,0,0,0,0,0,0
"G13008900233032","1990",,,,,,"2","023303",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",402,732,0,0,14,18,0,0,0,0
"G13008900233033","1990",,,,,,"3","023303",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",767,507,7,0,0,33,0,0,0,5
"G13008900233034","1990",,,,,,"4","023303",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",339,753,0,0,0,6,0,0,0,0
"G13008900233035","1990",,,,,,"5","023303",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",356,0,0,0,0,15,0,0,0,0
"G13008900233051","1990",,,,,,"1","023305",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",1245,100,59,0,0,29,0,0,0,0
"G13008900233052","1990",,,,,,"2","023305",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",1322,125,9,116,0,34,17,0,0,0
"G13008900233053","1990",,,,,,"3","023305",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",1575,756,0,0,33,8,0,0,0,41
"G13008900233054","1990",,,,,,"4","023305",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",70,37,0,0,0,0,0,0,0,0
"G13008900233055","1990",,,,,,"5","023305",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",537,69,0,0,0,0,0,0,0,0
"G13008900233063","1990",,,,,,"3","023306",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",380,204,0,19,0,0,0,0,0,0
"G13008900233064","1990",,,,,,"4","023306",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",379,38,0,0,0,0,0,0,0,0
"G13008900233065","1990",,,,,,"5","023306",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",598,251,0,0,0,18,0,0,0,0
"G13008900233071","1990",,,,,,"1","023307",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",244,913,0,43,0,32,0,0,0,0
"G13008900233072","1990",,,,,,"2","023307",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",1604,1566,0,34,18,41,19,0,0,54
"G13008900233073","1990",,,,,,"3","023307",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",794,241,0,11,0,0,10,0,0,0
"G13008900233074","1990",,,,,,"4","023307",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",585,312,0,0,0,0,0,0,0,0
"G13008900233075","1990",,,,,,"5","023307",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",326,955,15,114,12,9,7,0,0,0
"G13008900233082","1990",,,,,,"2","023308",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",199,953,0,19,47,31,21,0,0,11
"G13008900233085","1990",,,,,,"5","023308",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",1646,4045,0,19,10,55,11,0,0,59
"G13008900233086","1990",,,,,,"6","023308",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 6",356,924,0,42,0,0,0,0,0,19
"G13008900234031","1990",,,,,,"1","023403",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",69,2030,0,0,0,0,0,0,0,0
"G13008900234032","1990",,,,,,"2","023403",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",42,1819,0,0,0,0,0,0,0,0
"G13008900234033","1990",,,,,,"3","023403",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",183,2272,0,8,0,0,27,0,0,20
"G13008900234039","1990",,,,,,"9","023403",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 9",0,1951,0,14,0,0,7,0,0,0
"G13008900234041","1990",,,,,,"1","023404",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",241,2431,0,7,0,0,0,0,0,0
"G13008900234042","1990",,,,,,"2","023404",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",282,1294,0,0,0,0,0,0,0,0
"G13008900234043","1990",,,,,,"3","023404",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",272,586,0,0,0,0,0,0,0,0
"G13008900234044","1990",,,,,,"4","023404",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",48,0,0,0,0,0,0,0,0,0
"G13008900234045","1990",,,,,,"5","023404",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",322,440,0,0,0,0,0,0,0,0
"G13008900234049","1990",,,,,,"9","023404",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 9",228,178,0,0,0,0,0,0,0,0
"G13008900234051","1990",,,,,,"1","023405",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",230,2764,0,0,0,0,0,0,0,0
"G13008900234052","1990",,,,,,"2","023405",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",228,799,0,0,0,0,9,0,0,0
"G13008900234053","1990",,,,,,"3","023405",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",100,1664,0,10,0,0,0,0,0,0
"G13008900234054","1990",,,,,,"4","023405",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",155,1086,0,0,0,0,30,0,0,0
"G13008900234055","1990",,,,,,"5","023405",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",178,0,0,0,0,48,0,0,0,0
"G13008900234071","1990",,,,,,"1","023407",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",1098,156,0,0,0,0,0,0,0,0
"G13008900234072","1990",,,,,,"2","023407",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",1849,5559,46,9,10,8,0,0,18,24
"G13008900234073","1990",,,,,,"3","023407",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",712,67,0,11,0,0,18,0,0,0
"G13008900234074","1990",,,,,,"4","023407",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",609,128,0,8,0,21,0,0,0,16
"G13008900234075","1990",,,,,,"5","023407",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",472,478,0,21,11,0,0,0,0,0
"G13008900234081","1990",,,,,,"1","023408",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",377,2056,0,0,0,0,0,0,0,0
"G13008900234082","1990",,,,,,"2","023408",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",108,1110,0,0,0,0,40,0,0,0
"G13008900234083","1990",,,,,,"3","023408",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",108,820,0,0,0,0,0,0,0,0
"G13008900234084","1990",,,,,,"4","023408",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",308,1909,0,0,0,0,0,0,0,34
"G13008900234085","1990",,,,,,"5","023408",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",206,1197,0,0,0,0,0,0,0,0
"G13008900234086","1990",,,,,,"6","023408",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 6",82,99,0,0,0,0,0,0,0,0
"G13008900234087","1990",,,,,,"7","023408",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 7",307,1015,0,0,0,0,0,0,0,0
"G13008900234088","1990",,,,,,"8","023408",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 8",312,1519,0,7,0,0,0,0,0,0
"G13008900234089","1990",,,,,,"9","023408",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 9",113,1636,6,0,0,0,0,0,0,0
"G13008900234091","1990",,,,,,"1","023409",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",124,268,0,0,0,0,7,0,0,0
"G13008900234092","1990",,,,,,"2","023409",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",199,612,0,0,0,0,0,0,0,0
"G13008900234093","1990",,,,,,"3","023409",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",11,1860,0,0,0,0,50,0,0,0
"G13008900234094","1990",,,,,,"4","023409",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",61,1306,0,20,0,0,37,0,0,0
"G13008900234095","1990",,,,,,"5","023409",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",190,1681,0,61,0,0,10,0,0,0
"G13008900234096","1990",,,,,,"6","023409",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 6",405,2016,0,0,0,0,0,0,0,0
"G13008900234097","1990",,,,,,"7","023409",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 7",217,458,0,0,0,0,0,0,0,0
"G13008900234098","1990",,,,,,"8","023409",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 8",0,0,0,0,0,0,0,0,0,0
"G13008900235011","1990",,,,,,"1","023501",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",209,1405,0,38,0,0,0,0,0,0
"G13008900235012","1990",,,,,,"2","023501",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",108,2397,0,0,0,5,7,0,0,0
"G13008900235021","1990",,,,,,"1","023502",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",202,1720,0,0,0,0,0,0,0,0
"G13008900235022","1990",,,,,,"2","023502",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",114,1577,8,0,0,0,0,0,0,0
"G13008900235023","1990",,,,,,"3","023502",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",68,1138,0,0,0,0,8,0,0,0
"G13008900235024","1990",,,,,,"4","023502",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",69,3429,0,0,0,0,0,0,0,0
"G13008900235031","1990",,,,,,"1","023503",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",966,3498,0,33,0,6,0,0,0,0
"G13008900235032","1990",,,,,,"2","023503",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",322,1970,7,0,2,0,8,0,0,0
"G13008900235033","1990",,,,,,"3","023503",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",149,2355,0,30,0,0,0,0,0,9
"G13008900235034","1990",,,,,,"4","023503",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",161,2156,0,0,57,0,4,0,0,39
"G130089002361","1990",,,,,,"1","0236",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",0,900,0,0,0,0,0,0,0,0
"G130089002362","1990",,,,,,"2","0236",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",23,957,0,0,0,0,9,0,0,0
"G130089002363","1990",,,,,,"3","0236",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",18,1164,0,0,0,34,0,0,0,0
"G130089002364","1990",,,,,,"4","0236",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",69,1813,8,0,0,0,0,0,0,0
"G130089002365","1990",,,,,,"5","0236",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",88,2390,0,0,0,0,43,0,0,0
"G130089002366","1990",,,,,,"6","0236",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 6",49,1736,0,0,0,0,0,0,0,0
"G130089002367","1990",,,,,,"7","0236",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 7",37,799,0,0,0,0,0,0,0,0
"G130089002368","1990",,,,,,"8","0236",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 8",7,620,0,0,0,0,0,0,0,0
"G130089002371","1990",,,,,,"1","0237",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",0,1119,0,0,0,0,0,0,0,0
"G130089002372","1990",,,,,,"2","0237",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",10,779,3,0,0,0,0,0,0,0
"G130089002373","1990",,,,,,"3","0237",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",43,956,0,0,0,0,43,0,0,0
"G130089002374","1990",,,,,,"4","0237",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",64,2442,0,0,11,0,0,0,0,0
"G130089002375","1990",,,,,,"5","0237",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",28,369,0,0,0,0,0,0,0,0
"G13008900238011","1990",,,,,,"1","023801",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",93,701,0,0,0,0,0,0,0,8
"G13008900238012","1990",,,,,,"2","023801",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",120,1424,6,0,0,26,14,0,0,0
"G13008900238013","1990",,,,,,"3","023801",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",130,2317,0,0,0,0,0,0,0,0
"G13008900238021","1990",,,,,,"1","023802",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",416,306,38,0,0,9,0,0,0,0
"G13008900238022","1990",,,,,,"2","023802",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",552,358,13,0,0,7,0,0,0,0
"G13008900238023","1990",,,,,,"3","023802",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",184,2568,0,0,0,0,0,0,0,12
"G13008900238031","1990",,,,,,"1","023803",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",88,1204,0,0,0,0,0,0,0,0
"G13008900238032","1990",,,,,,"2","023803",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",56,857,0,0,0,0,0,0,0,0
"G13008900238033","1990",,,,,,"3","023803",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",79,2326,0,6,0,0,0,0,0,0
"G13008900238034","1990",,,,,,"4","023803",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",72,1548,0,0,0,0,0,0,0,0
"G13008900239981","1990",,,,,,"1","023998",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",18,363,0,0,0,0,8,0,0,0
"G130091096011","1990",,,,,,"1","9601",,,"Dodge","091",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",963,600,12,0,0,32,38,0,0,13
"G130091096012","1990",,,,,,"2","9601",,,"Dodge","091",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",662,107,0,0,0,13,0,0,0,0
