GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHHA,RES_TRSTA,BLCK_GRPA,TRACTA,CDA,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,ANPSADPI,E4T001,E4T002,E4T003,E4T004,E4T005,E4T006,E4T007,E4T008,E4T009,E4T010,E4T011,E4T012,E4T013,E4T014,E4T015,E4T016,E4T017,E4T018,E4T019,E4T020,E4T021,E4T022,E4T023,E4T024,E4T025
"G13008900217022","1990",,,,,,"2","021702",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",0,13,0,0,9,0,8,0,0,0,8,0,0,0,16,10,16,0,32,10,42,91,26,10,42
"G13008900217023","1990",,,,,,"3","021702",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",0,0,0,9,0,9,8,0,8,9,32,7,9,6,0,12,9,21,10,0,82,98,11,9,28
"G13008900217024","1990",,,,,,"4","021702",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",0,24,8,5,17,25,29,19,36,10,9,34,56,13,15,6,51,0,0,26,23,34,0,0,0
"G13008900217025","1990",,,,,,"5","021702",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",26,27,8,0,8,20,38,19,9,31,25,0,35,17,16,29,9,19,20,34,64,24,9,0,21
"G13008900217026","1990",,,,,,"6","021702",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 6",18,25,15,0,30,66,82,9,55,50,30,13,71,38,26,40,9,26,18,20,55,27,9,9,26
"G13008900217027","1990",,,,,,"7","021702",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 7",0,21,12,11,0,10,10,19,14,9,9,16,0,4,15,22,8,0,37,57,116,94,51,48,73
"G13008900217031","1990",,,,,,"1","021703",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",0,24,5,0,12,13,9,10,16,5,30,27,18,10,41,12,28,17,75,73,130,82,110,5,29
"G13008900217034","1990",,,,,,"4","021703",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",13,22,0,21,13,14,12,12,12,26,29,6,15,19,13,24,16,5,6,24,141,99,150,31,134
"G13008900217042","1990",,,,,,"2","021704",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",31,18,6,13,6,3,43,26,14,37,22,11,44,17,31,6,25,24,40,47,78,49,42,6,19
"G13008900217043","1990",,,,,,"3","021704",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",16,4,16,9,19,12,16,12,32,15,25,17,12,47,22,17,17,41,36,47,121,156,44,18,20
"G13008900217049","1990",,,,,,"9","021704",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 9",26,34,15,6,20,27,33,37,22,12,42,0,78,26,45,5,22,16,16,18,36,32,9,7,0
"G13008900218052","1990",,,,,,"2","021805",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",14,76,36,18,61,54,68,83,64,29,91,69,31,34,64,88,101,36,61,88,212,194,44,29,8
"G13008900218054","1990",,,,,,"4","021805",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",7,14,37,14,16,7,48,0,38,17,8,52,38,24,15,23,7,22,68,71,78,39,15,16,0
"G13008900218061","1990",,,,,,"1","021806",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",26,50,22,29,45,47,39,43,17,31,42,38,26,44,28,36,23,26,45,28,104,91,91,45,89
"G13008900218063","1990",,,,,,"3","021806",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",23,13,7,7,0,56,27,28,24,29,17,73,23,6,14,18,27,33,26,32,54,86,35,2,0
"G13008900218085","1990",,,,,,"5","021808",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",25,25,13,14,41,47,49,76,34,90,41,36,61,62,18,65,39,23,137,123,217,212,102,58,46
"G13008900218091","1990",,,,,,"1","021809",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",11,0,12,0,22,0,23,11,7,21,11,8,11,0,47,0,0,0,8,38,82,36,9,0,0
"G13008900218092","1990",,,,,,"2","021809",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",0,9,15,7,15,9,36,7,38,0,22,9,14,18,34,21,34,16,63,38,129,66,14,0,16
"G13008900218093","1990",,,,,,"3","021809",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",0,6,0,0,0,7,8,6,12,0,7,0,6,0,0,0,0,0,0,6,0,6,0,0,0
"G13008900218094","1990",,,,,,"4","021809",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",0,41,0,8,9,9,26,0,0,0,16,16,24,13,24,15,8,0,35,33,54,46,8,11,8
"G13008900218095","1990",,,,,,"5","021809",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",10,0,17,7,0,10,51,27,33,13,7,18,26,44,61,31,23,40,26,76,178,287,37,43,29
"G13008900218101","1990",,,,,,"1","021810",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",0,25,0,6,6,7,11,0,7,17,16,6,8,10,13,13,0,7,18,37,47,12,30,5,8
"G13008900218102","1990",,,,,,"2","021810",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",0,0,0,0,7,6,0,0,0,14,6,26,13,12,13,6,29,12,14,25,111,90,91,12,27
"G13008900218103","1990",,,,,,"3","021810",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",0,0,13,0,6,6,0,14,16,7,13,16,35,11,11,6,0,0,19,6,55,44,0,0,8
"G13008900218104","1990",,,,,,"4","021810",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",8,7,7,0,0,28,13,0,7,7,0,16,6,26,22,0,6,6,55,42,71,65,36,6,9
"G13008900218981","1990",,,,,,"1","021898",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",145,129,127,94,166,175,259,183,284,142,311,108,173,302,165,110,229,81,198,176,284,198,65,22,16
"G13008900219021","1990",,,,,,"1","021902",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",0,0,9,0,0,0,8,0,0,0,0,0,7,0,0,26,7,9,0,0,46,47,51,21,69
"G13008900219022","1990",,,,,,"2","021902",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",8,0,0,0,0,0,7,5,0,16,7,7,0,0,0,7,15,35,6,8,77,62,57,11,122
"G13008900219023","1990",,,,,,"3","021902",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",0,7,0,0,7,0,0,0,0,0,7,0,0,5,0,0,5,8,0,0,63,103,24,15,167
"G13008900219024","1990",,,,,,"4","021902",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",46,80,60,61,73,98,148,105,118,120,135,72,198,42,84,121,132,19,46,40,84,48,21,0,0
"G13008900219031","1990",,,,,,"1","021903",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",11,0,47,21,34,22,32,21,33,15,73,11,63,33,52,22,85,54,104,103,187,105,53,0,47
"G13008900219032","1990",,,,,,"2","021903",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",28,30,31,28,115,11,8,60,50,105,34,23,30,14,34,41,40,9,25,44,9,0,17,10,0
"G13008900219033","1990",,,,,,"3","021903",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",38,64,32,48,83,93,95,19,105,110,88,83,91,82,118,75,13,94,150,128,237,83,24,0,14
"G13008900219041","1990",,,,,,"1","021904",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",52,5,28,18,122,91,165,68,93,38,25,51,61,53,21,30,26,2,38,37,49,10,0,0,0
"G13008900219042","1990",,,,,,"2","021904",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",16,20,26,25,19,39,66,42,60,34,10,21,57,31,32,9,10,19,0,32,26,8,12,0,0
"G13008900219043","1990",,,,,,"3","021904",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",10,0,5,0,0,0,0,10,0,0,5,5,0,0,15,0,19,0,25,21,25,55,16,0,10
"G13008900219044","1990",,,,,,"4","021904",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",9,8,0,0,0,0,16,16,14,7,0,5,6,0,10,0,13,6,21,6,114,80,0,0,6
"G13008900219045","1990",,,,,,"5","021904",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",11,22,0,0,10,24,34,30,17,38,37,18,27,20,26,16,65,27,33,37,64,18,16,0,18
"G13008900219051","1990",,,,,,"1","021905",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",107,140,19,91,65,100,46,49,36,58,51,66,32,69,40,19,30,7,38,31,101,42,22,9,32
"G13008900219052","1990",,,,,,"2","021905",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",59,38,43,57,55,65,121,80,98,122,113,75,106,46,96,40,44,34,55,41,129,56,5,0,0
"G13008900219054","1990",,,,,,"4","021905",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",9,14,12,3,14,5,13,8,2,16,7,0,13,3,12,8,3,3,2,0,4,5,0,0,0
"G13008900219055","1990",,,,,,"5","021905",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",32,38,25,50,43,28,56,27,52,19,72,12,45,47,26,27,27,19,48,37,48,27,3,0,0
"G13008900219059","1990",,,,,,"9","021905",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 9",0,0,0,13,0,0,11,13,20,0,18,0,20,11,0,0,9,0,43,0,46,33,12,10,13
"G13008900220011","1990",,,,,,"1","022001",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",6,22,14,34,16,18,0,13,49,34,33,18,23,10,28,21,33,27,58,22,102,23,8,0,0
"G13008900220014","1990",,,,,,"4","022001",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",13,31,37,14,23,17,46,45,30,66,47,31,36,46,83,27,26,18,96,86,106,61,9,0,12
"G13008900220022","1990",,,,,,"2","022002",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",47,53,40,66,88,85,101,82,113,45,100,90,116,58,85,10,40,27,92,40,76,44,0,0,17
"G13008900220023","1990",,,,,,"3","022002",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",195,251,66,76,158,70,118,99,130,118,80,89,127,37,37,41,56,19,33,50,67,73,0,8,0
"G13008900220024","1990",,,,,,"4","022002",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",79,97,71,88,210,129,146,243,289,114,102,81,149,101,210,124,108,119,145,53,155,130,16,10,10
"G13008900220041","1990",,,,,,"1","022004",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",42,25,10,8,28,16,0,30,25,35,11,26,25,28,13,40,26,9,69,25,149,107,25,41,32
"G13008900220042","1990",,,,,,"2","022004",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",18,7,7,6,34,8,56,28,27,54,34,25,19,17,79,8,10,27,25,48,108,95,24,0,24
"G13008900220053","1990",,,,,,"3","022005",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",73,71,24,20,65,79,62,42,49,57,20,36,29,11,21,9,14,25,37,45,36,24,5,5,0
"G13008900220054","1990",,,,,,"4","022005",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",23,6,6,7,14,5,32,32,11,35,11,36,0,21,12,9,22,18,0,18,40,44,5,7,0
"G130089002211","1990",,,,,,"1","0221",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",10,22,25,23,11,8,18,21,22,0,11,0,6,0,25,5,10,0,5,0,0,10,0,0,0
"G130089002212","1990",,,,,,"2","0221",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",91,56,0,22,7,9,15,6,9,0,17,13,10,6,7,7,0,0,0,10,3,0,0,0,0
"G130089002213","1990",,,,,,"3","0221",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",165,81,39,23,11,17,19,19,38,18,8,7,15,15,20,0,18,12,0,15,18,0,0,0,0
"G130089002214","1990",,,,,,"4","0221",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",6,7,7,0,8,7,7,6,0,23,7,0,7,0,3,0,0,0,0,0,7,0,0,0,0
"G130089002221","1990",,,,,,"1","0222",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",58,47,37,56,18,46,87,74,28,64,66,59,46,25,53,20,39,30,38,57,85,50,0,6,0
"G130089002222","1990",,,,,,"2","0222",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",9,15,47,0,0,8,27,0,0,37,53,0,22,8,40,13,0,15,19,19,27,0,0,0,0
"G130089002223","1990",,,,,,"3","0222",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",0,23,0,0,13,0,0,12,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
"G130089002224","1990",,,,,,"4","0222",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",7,6,13,0,19,0,0,12,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G130089002225","1990",,,,,,"5","0222",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",7,33,20,13,43,32,30,9,27,42,23,34,18,23,8,16,41,15,49,9,29,32,0,0,0
"G130089002226","1990",,,,,,"6","0222",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 6",16,16,8,48,8,8,62,41,29,32,17,8,16,37,0,24,0,15,8,40,30,37,8,0,0
"G13008900223011","1990",,,,,,"1","022301",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",0,8,0,14,13,0,15,0,0,0,14,34,16,7,29,9,7,0,14,26,24,16,8,0,0
"G13008900223012","1990",,,,,,"2","022301",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",30,170,27,16,11,24,17,20,17,43,49,35,7,16,55,8,38,17,17,44,27,13,0,0,0
"G13008900223013","1990",,,,,,"3","022301",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",8,0,9,0,15,16,7,16,7,9,26,9,0,19,0,0,0,0,17,39,15,13,7,8,9
"G13008900223014","1990",,,,,,"4","022301",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",8,16,6,9,26,9,25,9,9,0,17,0,39,15,14,0,17,17,7,15,32,6,0,0,0
"G13008900223015","1990",,,,,,"5","022301",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",13,34,0,29,15,16,47,21,48,7,33,56,25,24,15,32,32,31,33,38,66,95,32,0,7
"G13008900223016","1990",,,,,,"6","022301",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 6",82,36,29,13,23,52,31,36,20,17,8,36,28,26,0,14,8,7,0,51,43,30,34,0,0
"G13008900223021","1990",,,,,,"1","022302",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",9,39,19,55,9,47,28,36,28,9,28,47,48,0,0,0,18,19,18,47,47,57,27,0,0
"G13008900223022","1990",,,,,,"2","022302",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",9,33,17,9,32,18,16,42,25,8,52,9,16,25,8,24,8,8,40,24,68,33,0,0,0
"G13008900223023","1990",,,,,,"3","022302",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",51,53,24,16,21,8,48,38,45,47,31,48,70,37,31,38,7,55,39,47,55,40,8,15,23
"G13008900224011","1990",,,,,,"1","022401",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",0,13,10,0,0,0,0,0,0,10,11,18,5,0,7,7,11,0,15,0,18,76,12,6,9
"G13008900224012","1990",,,,,,"2","022401",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",22,7,7,6,5,0,0,5,6,19,34,0,12,5,9,6,0,5,12,10,28,65,13,6,45
"G13008900224013","1990",,,,,,"3","022401",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",45,19,25,5,26,27,26,18,30,18,6,24,43,12,38,14,14,25,45,6,50,49,27,19,18
"G13008900224014","1990",,,,,,"4","022401",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",21,6,42,8,15,35,40,54,43,36,47,31,59,12,5,20,20,16,35,32,41,49,16,5,8
"G13008900224021","1990",,,,,,"1","022402",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",103,52,33,39,65,49,26,37,32,12,9,12,0,7,21,0,19,10,18,6,27,44,10,5,12
"G13008900224022","1990",,,,,,"2","022402",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",68,71,31,37,15,29,22,23,8,7,7,16,13,0,15,0,0,0,15,0,7,0,0,0,7
"G13008900224031","1990",,,,,,"1","022403",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",0,11,0,0,0,0,0,10,13,7,0,0,6,6,10,0,6,7,18,20,0,30,19,16,18
"G13008900224032","1990",,,,,,"2","022403",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",5,8,7,16,0,7,0,12,0,9,7,0,0,0,0,12,9,0,26,13,81,37,21,0,7
"G13008900224033","1990",,,,,,"3","022403",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",4,17,0,0,13,0,0,0,6,4,7,5,5,0,11,12,5,9,16,13,25,58,44,23,56
"G13008900224034","1990",,,,,,"4","022403",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",31,45,11,15,19,39,19,43,7,7,6,21,48,0,12,19,27,15,20,29,33,98,49,37,65
"G130089002251","1990",,,,,,"1","0225",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",10,7,10,0,21,0,11,10,22,0,0,0,0,11,20,0,0,12,18,34,78,8,6,20,0
"G130089002252","1990",,,,,,"2","0225",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",0,33,0,0,24,23,15,44,36,32,20,12,11,23,0,15,20,0,26,18,50,49,0,13,6
"G130089002253","1990",,,,,,"3","0225",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",45,7,16,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G130089002254","1990",,,,,,"4","0225",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",186,111,0,21,20,0,7,6,0,8,13,8,19,7,8,14,0,15,0,0,0,6,0,0,0
"G130089002255","1990",,,,,,"5","0225",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 5",56,39,0,13,51,8,0,0,17,8,22,19,12,0,30,14,0,0,45,0,29,12,0,0,12
"G130089002256","1990",,,,,,"6","0225",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 6",7,8,6,0,0,0,17,9,0,0,0,12,7,5,12,7,9,10,0,32,17,18,0,0,0
"G130089002257","1990",,,,,,"7","0225",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 7",7,9,16,20,23,0,12,15,7,16,21,0,32,0,11,15,8,8,27,7,14,45,0,15,10
"G130089002261","1990",,,,,,"1","0226",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 1",11,41,47,18,22,10,12,32,0,56,41,23,36,0,14,7,0,12,40,23,49,22,0,0,13
"G130089002262","1990",,,,,,"2","0226",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 2",38,155,60,42,29,14,21,27,30,9,26,36,0,17,10,7,0,7,0,28,18,31,10,19,0
"G130089002263","1990",,,,,,"3","0226",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 3",36,51,60,39,40,37,107,42,92,17,24,53,50,5,47,8,72,9,28,23,69,98,26,16,6
"G130089002264","1990",,,,,,"4","0226",,,"DeKalb","089",,"5","0520",,"9999","3","Georgia","13",,,,,"BG 4",8,12,0,7,10,9,0,19,0,9,9,0,0,7,0,0,0,6,9,22,24,17,6,0,5
